question,answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
System servers,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
DataBased,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Data residency,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Data,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Customers can select their desired data residency region to meet cross-border data privacy and residency requirements."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],87
Is it Omnichannel,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Channels the application can get input from,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Channels the product supports,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
From where can I user input the data from,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Different input methods,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Input methods,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Does it work with FB,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Does it work with Facebook,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
FB,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Facebook,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Whatsapp,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Does it work with Whatsapp,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Can it work with FB,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Can it work with Whatsapp,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Chatting platform,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Messengers,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Chat platforms,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Omnichannel support,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Twitter,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Messenger,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
Facebook Messenger,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novacept's platform supports all these channels, giving you the ability to engage with customers through whichever channel they prefer."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know how ?"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],88
On what technology is the solution based on?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Technology used,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
What technology have you used ?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Technology profile,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Backend technology,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Development tool,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Technology involved,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Solution design,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Solution technology,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
Product technology,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Novagenie is powerful and flexible. You can quickly build and deploy your bot without writing code. It's all drag-and-drop. The console lets you edit and change responses in seconds, without engineering support.\n"",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""Connect with us to know more"",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],89
How much time does it take for the solutions to get deployed in production?,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
"Time to Deploy, Implement, install","{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
Complexity in deploying,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
How easy or difficult is to deploy,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
Deployment time,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
Installation time,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
Implementation time,"{""type"":""AdaptiveCard"",""body"":[{""type"":""TextBlock"",""text"":""Our solution has been designed keeping in mind the need of flexibility and scalability towards different organization's and their ever changing needs."",""wrap"":true,""size"":""Medium""},{""type"":""TextBlock"",""text"":""The deployment can be done in a matter of few weeks time. Book a meeting and we will guide you."",""wrap"":true,""size"":""Medium""},{""type"":""ActionSet"",""actions"":[{""type"":""Action.OpenUrl"",""title"":""Book a meeting"",""url"":""https://outlook.office365.com/owa/calendar/Novacept1@novacept.io/bookings/"",""style"":""positive""}]}],""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.2""}",Editorial,en:true,[],FALSE,[],90
